ykgC	gproNOG.ENOG410QMIW.meta_raw
group_7267	gproNOG.ENOG410QJ18.meta_raw
lon	gproNOG.ENOG410QI60.meta_raw
phnO	gproNOG.ENOG410QQGT.meta_raw
group_6698	gproNOG.ENOG410QSG6.meta_raw
STY3298	gproNOG.ENOG410QHQJ.meta_raw
flgE	gproNOG.ENOG410QHQC.meta_raw
ydcP	gproNOG.ENOG410QK3S.meta_raw
fliH	gproNOG.ENOG410QS8N.meta_raw
STY2791	gproNOG.ENOG410QIVX.meta_raw
yoaC	gproNOG.ENOG410QTSA.meta_raw
yhbW	gproNOG.ENOG410QM5S.meta_raw
STY1386	gproNOG.ENOG410QQH7.meta_raw
group_3122	gproNOG.ENOG410QKHD.meta_raw
ygcH	gproNOG.ENOG410QSI3.meta_raw
fbaB	gproNOG.ENOG410QJYH.meta_raw
yegV	gproNOG.ENOG410QP8H.meta_raw
epaP	gproNOG.ENOG410RAFX.meta_raw
group_594	gproNOG.ENOG410QMKA.meta_raw
STY1582	gproNOG.ENOG410R6VU.meta_raw
nudC	gproNOG.ENOG410QKST.meta_raw
group_4325	gproNOG.ENOG410QSJM.meta_raw
yafK	gproNOG.ENOG410QJXD.meta_raw
group_4668	gproNOG.ENOG410R76C.meta_raw
sseB	gproNOG.ENOG410QKN0.meta_raw
csbX	gproNOG.ENOG410QMM1.meta_raw
thiL	gproNOG.ENOG410QI7A.meta_raw
STY2571	gproNOG.ENOG410RAFU.meta_raw
ydjH	gproNOG.ENOG410QP3E.meta_raw
group_3002	gproNOG.ENOG410R23M.meta_raw
group_1146	gproNOG.ENOG410QJS4.meta_raw
yfeC	gproNOG.ENOG410QTFS.meta_raw
STY2351	gproNOG.ENOG410QZ8H.meta_raw
group_625	gproNOG.ENOG410QPP2.meta_raw
ydbH	gproNOG.ENOG410QJST.meta_raw
phoU	gproNOG.ENOG410QJCH.meta_raw
group_2890	gproNOG.ENOG410QUEU.meta_raw
group_5126	gproNOG.ENOG410QW8I.meta_raw
cI	gproNOG.ENOG410QT1C.meta_raw
narZ	gproNOG.ENOG410QKQK.meta_raw
STY1014	gproNOG.ENOG410QJUR.meta_raw
lepA	gproNOG.ENOG410QIQS.meta_raw
STY1158	gproNOG.ENOG410R2TZ.meta_raw
sufC	gproNOG.ENOG410QHYM.meta_raw
yiaG	gproNOG.ENOG410QTYH.meta_raw
group_3885	gproNOG.ENOG410R8K3.meta_raw
group_4613	gproNOG.ENOG410QQS1.meta_raw
pdxK	gproNOG.ENOG410QQ1N.meta_raw
yeeY	gproNOG.ENOG410QNAH.meta_raw
pduX	gproNOG.ENOG410QNI9.meta_raw
group_2595	gproNOG.ENOG410QVHE.meta_raw
cadC	gproNOG.ENOG410QHU4.meta_raw
rfbX	gproNOG.ENOG410QN4Y.meta_raw
STY1143	gproNOG.ENOG410QUP8.meta_raw
yegS	gproNOG.ENOG410QMJC.meta_raw
HCM1.240	gproNOG.ENOG410QMQ6.meta_raw
recC	gproNOG.ENOG410QIS7.meta_raw
yrfA	gproNOG.ENOG410QT9G.meta_raw
STY3288	gproNOG.ENOG410QX66.meta_raw
ptkB	gproNOG.ENOG410QV99.meta_raw
oppC	gproNOG.ENOG410QKEB.meta_raw
STY3683	gproNOG.ENOG410R226.meta_raw
group_32	gproNOG.ENOG410R7T4.meta_raw
STY4779	gproNOG.ENOG410QV36.meta_raw
deoB	gproNOG.ENOG410QIZX.meta_raw
ybfA	gproNOG.ENOG410QVUE.meta_raw
rpsI	gproNOG.ENOG410QR1I.meta_raw
selB	gproNOG.ENOG410QHS5.meta_raw
pduU	gproNOG.ENOG410QS49.meta_raw
cyoB	gproNOG.ENOG410QHTP.meta_raw
STY4512	gproNOG.ENOG410R8EG.meta_raw
prpD	gproNOG.ENOG410QKPG.meta_raw
fljA	gproNOG.ENOG410QZYA.meta_raw
tuf1	gproNOG.ENOG410QI49.meta_raw
rplT	gproNOG.ENOG410QS87.meta_raw
STY2033	gproNOG.ENOG410R2K7.meta_raw
yccA	gproNOG.ENOG410QI9A.meta_raw
yjbN	gproNOG.ENOG410QJ8S.meta_raw
lolB	gproNOG.ENOG410QJ36.meta_raw
sicP	gproNOG.ENOG410R5D6.meta_raw
group_607	gproNOG.ENOG410QJ6S.meta_raw
STY2591	gproNOG.ENOG410RB3T.meta_raw
stbA	gproNOG.ENOG410QV21.meta_raw
dut	gproNOG.ENOG410QQ03.meta_raw
glpT	gproNOG.ENOG410QJZC.meta_raw
group_3611	gproNOG.ENOG410QSCR.meta_raw
tyrS	gproNOG.ENOG410QJHD.meta_raw
ycfS	gproNOG.ENOG410QHWH.meta_raw
ygiR	gproNOG.ENOG410QIUU.meta_raw
phoB	gproNOG.ENOG410QIU2.meta_raw
hybD	gproNOG.ENOG410QR3Y.meta_raw
pstS	gproNOG.ENOG410QKFW.meta_raw
nrfE	gproNOG.ENOG410QNA8.meta_raw
group_3021	gproNOG.ENOG410QTU7.meta_raw
ligT	gproNOG.ENOG410QP4C.meta_raw
fepD	gproNOG.ENOG410QMXN.meta_raw
pheA	gproNOG.ENOG410QJYK.meta_raw
fumC	gproNOG.ENOG410QHQ4.meta_raw
ygaM	gproNOG.ENOG410QT6Q.meta_raw
bcsA	gproNOG.ENOG410QIZ1.meta_raw
STY2468	gproNOG.ENOG410QSCR.meta_raw
smg	gproNOG.ENOG410QPZ2.meta_raw
mgtA	gproNOG.ENOG410QICG.meta_raw
yaeQ	gproNOG.ENOG410QQW4.meta_raw
skd	gproNOG.ENOG410QKG8.meta_raw
nusA	gproNOG.ENOG410QHRT.meta_raw
group_2899	gproNOG.ENOG410QJEE.meta_raw
yaaH	gproNOG.ENOG410QKQE.meta_raw
pspC	gproNOG.ENOG410QRNH.meta_raw
group_299	gproNOG.ENOG410QMRT.meta_raw
group_3714	gproNOG.ENOG410QJ2E.meta_raw
csgD	gproNOG.ENOG410QM9M.meta_raw
yggE	gproNOG.ENOG410QKEY.meta_raw
group_22	gproNOG.ENOG410QN2N.meta_raw
yfbG	gproNOG.ENOG410QI48.meta_raw
yrbI	gproNOG.ENOG410QK9R.meta_raw
STY1890	gproNOG.ENOG410R6NC.meta_raw
dksA	gproNOG.ENOG410QK34.meta_raw
traT	gproNOG.ENOG410QJUE.meta_raw
group_5124	gproNOG.ENOG410QRKF.meta_raw
asmA	gproNOG.ENOG410R8E7.meta_raw
group_1110	gproNOG.ENOG410QIZ9.meta_raw
ytfE	gproNOG.ENOG410QIM9.meta_raw
group_3397	gproNOG.ENOG410QK56.meta_raw
flgF	gproNOG.ENOG410QKQ5.meta_raw
hybB	gproNOG.ENOG410QMUY.meta_raw
group_2558	gproNOG.ENOG410QZRW.meta_raw
ynbE	gproNOG.ENOG410QVZ8.meta_raw
bcfG	gproNOG.ENOG410R184.meta_raw
yicH	gproNOG.ENOG410QJEQ.meta_raw
STY4465	gproNOG.ENOG410QK37.meta_raw
spvR	gproNOG.ENOG410QXSG.meta_raw
rcsC	gproNOG.ENOG410QJGD.meta_raw
sspH2	gproNOG.ENOG410QN2N.meta_raw
STY3643	gproNOG.ENOG410QMJ2.meta_raw
sseG	gproNOG.ENOG410R4MW.meta_raw
nifU	gproNOG.ENOG410QQUP.meta_raw
ydcj	gproNOG.ENOG410QKW6.meta_raw
sdaB	gproNOG.ENOG410QI63.meta_raw
hybG	gproNOG.ENOG410QTZH.meta_raw
rtcB	gproNOG.ENOG410QJZ3.meta_raw
group_1999	gproNOG.ENOG410QR72.meta_raw
yjfL	gproNOG.ENOG410QSA3.meta_raw
dmsB_2	gproNOG.ENOG410QN5N.meta_raw
ydeA	gproNOG.ENOG410QMF1.meta_raw
gp9	gproNOG.ENOG410QSMZ.meta_raw
rfbG	gproNOG.ENOG410QMKD.meta_raw
STY3435	gproNOG.ENOG410QIJ3.meta_raw
yfcF	gproNOG.ENOG410QQ3Z.meta_raw
polB	gproNOG.ENOG410QJ17.meta_raw
gcp	gproNOG.ENOG410QICF.meta_raw
yaaI	gproNOG.ENOG410QR9G.meta_raw
livK	gproNOG.ENOG410QJVS.meta_raw
relB	gproNOG.ENOG410QUX1.meta_raw
yafA	gproNOG.ENOG410QJ66.meta_raw
vexC	gproNOG.ENOG410QJZ9.meta_raw
ybeD	gproNOG.ENOG410QS8Y.meta_raw
ydeD	gproNOG.ENOG410QI8V.meta_raw
yieP	gproNOG.ENOG410QM2G.meta_raw
yidA	gproNOG.ENOG410QK2W.meta_raw
yjgK	gproNOG.ENOG410QQFY.meta_raw
yhfC	gproNOG.ENOG410QJE6.meta_raw
rnfC	gproNOG.ENOG410QJ41.meta_raw
tsx	gproNOG.ENOG410QICV.meta_raw
tviA	gproNOG.ENOG410QTGN.meta_raw
hmpA	gproNOG.ENOG410RA11.meta_raw
nlp	gproNOG.ENOG410QS4U.meta_raw
aroE	gproNOG.ENOG410QIS2.meta_raw
group_2691	gproNOG.ENOG410QJAF.meta_raw
rpsK	gproNOG.ENOG410QPWI.meta_raw
group_2968	gproNOG.ENOG410QNJR.meta_raw
ybeU	gproNOG.ENOG410QZGQ.meta_raw
cdsA	gproNOG.ENOG410RA6I.meta_raw
group_1480	gproNOG.ENOG410QVN0.meta_raw
ard	gproNOG.ENOG410QTT2.meta_raw
setB	gproNOG.ENOG410QKGC.meta_raw
yggU	gproNOG.ENOG410QUAW.meta_raw
lnt	gproNOG.ENOG410QJP2.meta_raw
ddlA	gproNOG.ENOG410QKDE.meta_raw
merE	gproNOG.ENOG410QUW9.meta_raw
STY0928	gproNOG.ENOG410QM5B.meta_raw
ygaF	gproNOG.ENOG410QIFQ.meta_raw
torR	gproNOG.ENOG410QI93.meta_raw
group_1408	gproNOG.ENOG410R562.meta_raw
rplV	gproNOG.ENOG410QS1D.meta_raw
yaaA	gproNOG.ENOG410QIYP.meta_raw
STY4622	gproNOG.ENOG410QWFC.meta_raw
bcfH	gproNOG.ENOG410QRMD.meta_raw
pmgI	gproNOG.ENOG410QK8I.meta_raw
suhB	gproNOG.ENOG410QIXK.meta_raw
STY4593	gproNOG.ENOG410R2HM.meta_raw
yfiC	gproNOG.ENOG410QI7D.meta_raw
group_2719	gproNOG.ENOG410R63Y.meta_raw
yfiE	gproNOG.ENOG410QZSV.meta_raw
entA	gproNOG.ENOG410QI9M.meta_raw
group_349	gproNOG.ENOG410QIMY.meta_raw
STY3296	gproNOG.ENOG410QRVV.meta_raw
recO	gproNOG.ENOG410QIIM.meta_raw
yjfQ	gproNOG.ENOG410QJAA.meta_raw
group_8	gproNOG.ENOG410QKP4.meta_raw
yjcE	gproNOG.ENOG410QJV6.meta_raw
group_9636	gproNOG.ENOG410QJRG.meta_raw
yjgQ	gproNOG.ENOG410QHWD.meta_raw
mcpF	gproNOG.ENOG410R4TZ.meta_raw
group_6686	gproNOG.ENOG410QHRH.meta_raw
insB	gproNOG.ENOG410QPTQ.meta_raw
group_322	gproNOG.ENOG410R5VF.meta_raw
STY4558	gproNOG.ENOG410QI5V.meta_raw
yjjP	gproNOG.ENOG410QKNB.meta_raw
nrfG	gproNOG.ENOG410QRI5.meta_raw
yhcQ	gproNOG.ENOG410QI6Q.meta_raw
yedF	gproNOG.ENOG410QTUC.meta_raw
pepA	gproNOG.ENOG410QI9S.meta_raw
STY4575	gproNOG.ENOG410QUV0.meta_raw
ygaW	gproNOG.ENOG410QPZW.meta_raw
group_3162	gproNOG.ENOG410QJ51.meta_raw
ruvC	gproNOG.ENOG410QIQ0.meta_raw
merD	gproNOG.ENOG410QSSP.meta_raw
aceB	gproNOG.ENOG410R8D8.meta_raw
mbp	gproNOG.ENOG410QRIJ.meta_raw
group_6593	gproNOG.ENOG410R541.meta_raw
group_3387	gproNOG.ENOG410QJRY.meta_raw
group_4199	gproNOG.ENOG410QS1H.meta_raw
ribF	gproNOG.ENOG410QJ8W.meta_raw
STY0039	gproNOG.ENOG410QMIC.meta_raw
yohJ	gproNOG.ENOG410QS78.meta_raw
group_2998	gproNOG.ENOG410QMK8.meta_raw
mac	gproNOG.ENOG410QNY0.meta_raw
prfC	gproNOG.ENOG410QI9T.meta_raw
cobT	gproNOG.ENOG410QK5K.meta_raw
group_2729	gproNOG.ENOG410QJCJ.meta_raw
intI1	gproNOG.ENOG410QJCK.meta_raw
group_5168	gproNOG.ENOG410QJJ6.meta_raw
recG	gproNOG.ENOG410QI97.meta_raw
group_4794	gproNOG.ENOG410QQQE.meta_raw
STY2533	gproNOG.ENOG410QUTA.meta_raw
yjbJ	gproNOG.ENOG410QU9U.meta_raw
yciN	gproNOG.ENOG410QTQ1.meta_raw
group_5884	gproNOG.ENOG410QJCJ.meta_raw
group_2606	gproNOG.ENOG410QVE0.meta_raw
yqcB	gproNOG.ENOG410QI7C.meta_raw
group_683	gproNOG.ENOG410R07F.meta_raw
ynfA	gproNOG.ENOG410R2N1.meta_raw
dacD	gproNOG.ENOG410QIIC.meta_raw
nadC	gproNOG.ENOG410QI3E.meta_raw
STY2730	gproNOG.ENOG410QM2X.meta_raw
terL	gproNOG.ENOG410QMGX.meta_raw
STY4853	gproNOG.ENOG410QP5K.meta_raw
ybdJ	gproNOG.ENOG410QWCS.meta_raw
dnaJ	gproNOG.ENOG410QIJ1.meta_raw
STY3650	gproNOG.ENOG410QTFR.meta_raw
tsf	gproNOG.ENOG410QI4Y.meta_raw
zntA	gproNOG.ENOG410QHYD.meta_raw
holC	gproNOG.ENOG410QTZ4.meta_raw
narV	gproNOG.ENOG410QJFT.meta_raw
ybdL	gproNOG.ENOG410QIYJ.meta_raw
yehS	gproNOG.ENOG410QRFU.meta_raw
group_240	gproNOG.ENOG410QMPC.meta_raw
gtrC	gproNOG.ENOG410QJMG.meta_raw
yodA	gproNOG.ENOG410QMES.meta_raw
vg05	gproNOG.ENOG410QPUY.meta_raw
tktC	gproNOG.ENOG410QJGT.meta_raw
group_7696	gproNOG.ENOG410QV23.meta_raw
group_1676	gproNOG.ENOG410R7EF.meta_raw
fliG	gproNOG.ENOG410QK5B.meta_raw
yjfI	gproNOG.ENOG410QTKF.meta_raw
tbpA	gproNOG.ENOG410QI3D.meta_raw
group_1460	gproNOG.ENOG410R3KP.meta_raw
group_4145	gproNOG.ENOG410QMH7.meta_raw
icmF	gproNOG.ENOG410R92F.meta_raw
repA	gproNOG.ENOG410QXZY.meta_raw
tuf2	gproNOG.ENOG410QI49.meta_raw
murC	gproNOG.ENOG410QHT8.meta_raw
ibp	gproNOG.ENOG410QS9R.meta_raw
group_167	gproNOG.ENOG410QRGZ.meta_raw
lpfD	gproNOG.ENOG410QUXT.meta_raw
yieF	gproNOG.ENOG410QMD4.meta_raw
mcp	gproNOG.ENOG410R0MR.meta_raw
frwD	gproNOG.ENOG410QRF7.meta_raw
group_3058	gproNOG.ENOG410QMMB.meta_raw
proV	gproNOG.ENOG410RAQY.meta_raw
STY3377	gproNOG.ENOG410QP15.meta_raw
STY1435	gproNOG.ENOG410QRSZ.meta_raw
STY2016	gproNOG.ENOG410QP6F.meta_raw
STY0320	gproNOG.ENOG410QXXG.meta_raw
yjgP	gproNOG.ENOG410QHW4.meta_raw
ycgO	gproNOG.ENOG410QIHF.meta_raw
group_7979	gproNOG.ENOG410QHSK.meta_raw
mrr	gproNOG.ENOG410QRBN.meta_raw
pntA	gproNOG.ENOG410RAQD.meta_raw
pheS	gproNOG.ENOG410QJK8.meta_raw
cpdB	gproNOG.ENOG410QKI5.meta_raw
yghU	gproNOG.ENOG410QJRQ.meta_raw
group_4867	gproNOG.ENOG410QQXM.meta_raw
ssb	gproNOG.ENOG410QS1A.meta_raw
aroB	gproNOG.ENOG410QJGW.meta_raw
proB	gproNOG.ENOG410QIM6.meta_raw
sapD	gproNOG.ENOG410RB21.meta_raw
cheV	gproNOG.ENOG410QJN8.meta_raw
ycdZ	gproNOG.ENOG410QRMR.meta_raw
asr	gproNOG.ENOG410R6VU.meta_raw
rph	gproNOG.ENOG410QI6H.meta_raw
STY3341	gproNOG.ENOG410QQJ4.meta_raw
ybdK	gproNOG.ENOG410QNS1.meta_raw
cyoA	gproNOG.ENOG410QJNK.meta_raw
livJ	gproNOG.ENOG410QJVS.meta_raw
group_5103	gproNOG.ENOG410RA5Z.meta_raw
hisF	gproNOG.ENOG410QIP9.meta_raw
group_644	gproNOG.ENOG410QHZP.meta_raw
STY1519	gproNOG.ENOG410QNHY.meta_raw
blc	gproNOG.ENOG410QKBD.meta_raw
STY4151	gproNOG.ENOG410QSQX.meta_raw
group_672	gproNOG.ENOG410QX0T.meta_raw
STY4057	gproNOG.ENOG410QM68.meta_raw
group_787	gproNOG.ENOG410QNFE.meta_raw
group_1312	gproNOG.ENOG410QMRJ.meta_raw
STY4510	gproNOG.ENOG410QMYD.meta_raw
yqhD	gproNOG.ENOG410QKED.meta_raw
yhdG	gproNOG.ENOG410QIH1.meta_raw
group_308	gproNOG.ENOG410QKAP.meta_raw
otsA	gproNOG.ENOG410QIC9.meta_raw
group_2704	gproNOG.ENOG410R07F.meta_raw
group_3886	gproNOG.ENOG410QKF0.meta_raw
caiD	gproNOG.ENOG410QJ2X.meta_raw
ybaM	gproNOG.ENOG410QVQW.meta_raw
STY1034	gproNOG.ENOG410QP7T.meta_raw
ygdD	gproNOG.ENOG410QVSM.meta_raw
mraY	gproNOG.ENOG410QHUN.meta_raw
rsd	gproNOG.ENOG410QNDX.meta_raw
cysA	gproNOG.ENOG410RAQU.meta_raw
hflB	gproNOG.ENOG410QJ0G.meta_raw
group_3018	gproNOG.ENOG410QZK6.meta_raw
eutK	gproNOG.ENOG410QRVH.meta_raw
yfiO	gproNOG.ENOG410QJ57.meta_raw
rbsB	gproNOG.ENOG410QK0S.meta_raw
ompN	gproNOG.ENOG410QJFR.meta_raw
group_4130	gproNOG.ENOG410QXN1.meta_raw
mscL	gproNOG.ENOG410QQXF.meta_raw
yjeI	gproNOG.ENOG410QSUH.meta_raw
rfbA	gproNOG.ENOG410RAKC.meta_raw
ydiD	gproNOG.ENOG410QKD0.meta_raw
yhdH	gproNOG.ENOG410QIM7.meta_raw
yifB	gproNOG.ENOG410QI1Q.meta_raw
ttdB	gproNOG.ENOG410QHZ5.meta_raw
group_5240	gproNOG.ENOG410QRUW.meta_raw
udhA	gproNOG.ENOG410QK3V.meta_raw
yejA	gproNOG.ENOG410QJ1U.meta_raw
ybiI	gproNOG.ENOG410QU3A.meta_raw
spaQ	gproNOG.ENOG410QUDE.meta_raw
ytfM	gproNOG.ENOG410QIK4.meta_raw
yhhJ	gproNOG.ENOG410QKV2.meta_raw
orfX	gproNOG.ENOG410QYA1.meta_raw
STY4041	gproNOG.ENOG410QYXW.meta_raw
htrA	gproNOG.ENOG410QHTY.meta_raw
group_5134	gproNOG.ENOG410QP52.meta_raw
fumA	gproNOG.ENOG410QNFG.meta_raw
fimC	gproNOG.ENOG410QMHU.meta_raw
group_3638	gproNOG.ENOG410QMYF.meta_raw
group_4026	gproNOG.ENOG410R544.meta_raw
yidY	gproNOG.ENOG410QKQA.meta_raw
STY2028	gproNOG.ENOG410QRVT.meta_raw
hyaF2	gproNOG.ENOG410QS89.meta_raw
ccmC	gproNOG.ENOG410QJ18.meta_raw
STY2217	gproNOG.ENOG410R6JQ.meta_raw
group_3547	gproNOG.ENOG410QN4Y.meta_raw
dcoC	gproNOG.ENOG410R7T4.meta_raw
nrdG	gproNOG.ENOG410QQ6G.meta_raw
group_69	gproNOG.ENOG410R94P.meta_raw
ilvC	gproNOG.ENOG410QHXD.meta_raw
hxlB	gproNOG.ENOG410QWGE.meta_raw
yodC	gproNOG.ENOG410QVYP.meta_raw
ygfY	gproNOG.ENOG410QVKY.meta_raw
corA	gproNOG.ENOG410QIKM.meta_raw
STY4560	gproNOG.ENOG410QT0W.meta_raw
yciE	gproNOG.ENOG410QIMS.meta_raw
ycbK	gproNOG.ENOG410QJZF.meta_raw
STY1865	gproNOG.ENOG410QJKE.meta_raw
yhaO	gproNOG.ENOG410QKZU.meta_raw
STY1439	gproNOG.ENOG410QSEW.meta_raw
cysI	gproNOG.ENOG410R8E4.meta_raw
group_45	gproNOG.ENOG410QUTG.meta_raw
nanK	gproNOG.ENOG410QKQH.meta_raw
group_8417	gproNOG.ENOG410QI6S.meta_raw
yfjG	gproNOG.ENOG410QSKI.meta_raw
modC	gproNOG.ENOG410QKD3.meta_raw
yhbG	gproNOG.ENOG410RAUR.meta_raw
STY2572	gproNOG.ENOG410QHUF.meta_raw
stbD	gproNOG.ENOG410QKNU.meta_raw
acrR	gproNOG.ENOG410RAPM.meta_raw
sgaB	gproNOG.ENOG410QRIP.meta_raw
group_3316	gproNOG.ENOG410QI9F.meta_raw
yfjD	gproNOG.ENOG410RAF6.meta_raw
pstB	gproNOG.ENOG410QJ3Y.meta_raw
nuoE	gproNOG.ENOG410QIH6.meta_raw
hyb0	gproNOG.ENOG410QKA0.meta_raw
group_4382	gproNOG.ENOG410QVZV.meta_raw
group_4316	gproNOG.ENOG410QXQA.meta_raw
sseC	gproNOG.ENOG410QV9W.meta_raw
STY3437	gproNOG.ENOG410QKZ8.meta_raw
ybeA	gproNOG.ENOG410QI73.meta_raw
group_1503	gproNOG.ENOG410R0N4.meta_raw
group_2780	gproNOG.ENOG410QRXM.meta_raw
cutF	gproNOG.ENOG410R9FP.meta_raw
STY3034	gproNOG.ENOG410QTSZ.meta_raw
pstC	gproNOG.ENOG410QKYJ.meta_raw
nhaA	gproNOG.ENOG410QIIZ.meta_raw
azlC	gproNOG.ENOG410QNX8.meta_raw
trpA	gproNOG.ENOG410QIQB.meta_raw
STY1438	gproNOG.ENOG410QQDB.meta_raw
group_2954	gproNOG.ENOG410QIBG.meta_raw
accD	gproNOG.ENOG410RANZ.meta_raw
ydiV	gproNOG.ENOG410QQKU.meta_raw
STY4578	gproNOG.ENOG410QX9R.meta_raw
amiC	gproNOG.ENOG410QIJM.meta_raw
orf319	gproNOG.ENOG410QJ7J.meta_raw
yiiM	gproNOG.ENOG410QKAP.meta_raw
group_2888	gproNOG.ENOG410R485.meta_raw
ydaA	gproNOG.ENOG410QKRD.meta_raw
group_526	gproNOG.ENOG410QRHH.meta_raw
group_128	gproNOG.ENOG410QMWI.meta_raw
STY2025	gproNOG.ENOG410QQRT.meta_raw
ybhQ	gproNOG.ENOG410QSDZ.meta_raw
yfeA	gproNOG.ENOG410QKRP.meta_raw
hycH	gproNOG.ENOG410QT77.meta_raw
dapD	gproNOG.ENOG410QHS4.meta_raw
ilvD	gproNOG.ENOG410QHUB.meta_raw
yrfE	gproNOG.ENOG410QK6A.meta_raw
group_5471	gproNOG.ENOG410QZ9A.meta_raw
yraP	gproNOG.ENOG410QKB5.meta_raw
era	gproNOG.ENOG410QJ6V.meta_raw
fixC	gproNOG.ENOG410QIVD.meta_raw
group_5104	gproNOG.ENOG410QSCR.meta_raw
group_4814	gproNOG.ENOG410R5Q5.meta_raw
tolA	gproNOG.ENOG410R9J8.meta_raw
STY0477	gproNOG.ENOG410R197.meta_raw
levR	gproNOG.ENOG410QPBZ.meta_raw
fruK	gproNOG.ENOG410QJ25.meta_raw
group_1219	gproNOG.ENOG410QTQQ.meta_raw
group_61	gproNOG.ENOG410QYZV.meta_raw
steB	gproNOG.ENOG410QIUW.meta_raw
ftsL	gproNOG.ENOG410QWUJ.meta_raw
dgoT	gproNOG.ENOG410QI44.meta_raw
slyD	gproNOG.ENOG410QS8H.meta_raw
group_5912	gproNOG.ENOG410QU3Y.meta_raw
cedA	gproNOG.ENOG410QUFJ.meta_raw
galU	gproNOG.ENOG410RAWV.meta_raw
rhaD	gproNOG.ENOG410QI0T.meta_raw
safC	gproNOG.ENOG410QMMC.meta_raw
yadF	gproNOG.ENOG410QIGW.meta_raw
rpsO	gproNOG.ENOG410QTP7.meta_raw
faaH	gproNOG.ENOG410QKPU.meta_raw
trmD	gproNOG.ENOG410QHVA.meta_raw
yegE	gproNOG.ENOG410R8DK.meta_raw
STY2057	gproNOG.ENOG410R6IW.meta_raw
fepE	gproNOG.ENOG410QPJK.meta_raw
ynaJ	gproNOG.ENOG410QUV2.meta_raw
udp	gproNOG.ENOG410RAM1.meta_raw
yhdV	gproNOG.ENOG410QW0B.meta_raw
group_3854	gproNOG.ENOG410QRDX.meta_raw
ugpA	gproNOG.ENOG410QIPG.meta_raw
yfeZ	gproNOG.ENOG410QUIH.meta_raw
pgk	gproNOG.ENOG410QI5S.meta_raw
group_813	gproNOG.ENOG410QHTI.meta_raw
hisC	gproNOG.ENOG410QJU4.meta_raw
group_8333	gproNOG.ENOG410QI7S.meta_raw
dpiA	gproNOG.ENOG410QN50.meta_raw
ybiO	gproNOG.ENOG410QK3Z.meta_raw
STY1047	gproNOG.ENOG410QKB6.meta_raw
group_6250	gproNOG.ENOG410R5T1.meta_raw
ygiK	gproNOG.ENOG410R0XW.meta_raw
STY0413	gproNOG.ENOG410QPIU.meta_raw
STY2001	gproNOG.ENOG410QZH2.meta_raw
holA	gproNOG.ENOG410QIVH.meta_raw
lpxA	gproNOG.ENOG410QIA4.meta_raw
uvrA	gproNOG.ENOG410QI2R.meta_raw
rpsA	gproNOG.ENOG410QI29.meta_raw
tinR	gproNOG.ENOG410QPVQ.meta_raw
mtlD	gproNOG.ENOG410QKVU.meta_raw
ybhN	gproNOG.ENOG410RA8R.meta_raw
malS	gproNOG.ENOG410RAU9.meta_raw
ilvB	gproNOG.ENOG410QJVF.meta_raw
group_2810	gproNOG.ENOG410QJ7E.meta_raw
ftsE	gproNOG.ENOG410QIIX.meta_raw
dbpA	gproNOG.ENOG410QJFX.meta_raw
crl	gproNOG.ENOG410QRBV.meta_raw
STY0605	gproNOG.ENOG410R5GZ.meta_raw
ydjA	gproNOG.ENOG410QHPW.meta_raw
group_1313	gproNOG.ENOG410QMPC.meta_raw
mltA	gproNOG.ENOG410QKJQ.meta_raw
group_3106	gproNOG.ENOG410RAYG.meta_raw
caiA	gproNOG.ENOG410QIA7.meta_raw
skp	gproNOG.ENOG410QQCS.meta_raw
prgH	gproNOG.ENOG410QR0A.meta_raw
tcfA	gproNOG.ENOG410QTNS.meta_raw
STY2023	gproNOG.ENOG410QQ3Q.meta_raw
group_4630	gproNOG.ENOG410QUY2.meta_raw
yegB	gproNOG.ENOG410QHUV.meta_raw
yciA	gproNOG.ENOG410QUAV.meta_raw
tetR	gproNOG.ENOG410QMH4.meta_raw
miaB	gproNOG.ENOG410QIW0.meta_raw
putA	gproNOG.ENOG410QJWW.meta_raw
STY4592	gproNOG.ENOG410QQ7N.meta_raw
group_298	gproNOG.ENOG410R61P.meta_raw
dmsA1	gproNOG.ENOG410RAWR.meta_raw
ttrR	gproNOG.ENOG410QM71.meta_raw
STY2034	gproNOG.ENOG410QY5M.meta_raw
yaiC	gproNOG.ENOG410QJYD.meta_raw
group_3535	gproNOG.ENOG410QIVG.meta_raw
recA	gproNOG.ENOG410QJ48.meta_raw
ycbC	gproNOG.ENOG410QJ52.meta_raw
mtrC	gproNOG.ENOG410QI55.meta_raw
greB	gproNOG.ENOG410QJ92.meta_raw
group_1118	gproNOG.ENOG410QIZ2.meta_raw
ribD	gproNOG.ENOG410QITR.meta_raw
ydiP	gproNOG.ENOG410QNXT.meta_raw
mppA	gproNOG.ENOG410RAX8.meta_raw
yjhP	gproNOG.ENOG410QKIZ.meta_raw
hrpB	gproNOG.ENOG410QIKS.meta_raw
group_3874	gproNOG.ENOG410QHRV.meta_raw
group_4633	gproNOG.ENOG410QKG0.meta_raw
yccX	gproNOG.ENOG410QUAA.meta_raw
aes	gproNOG.ENOG410QMGC.meta_raw
group_2534	gproNOG.ENOG410QX3D.meta_raw
sthB	gproNOG.ENOG410R0QW.meta_raw
adi	gproNOG.ENOG410QHZP.meta_raw
group_2987	gproNOG.ENOG410QN22.meta_raw
nagB	gproNOG.ENOG410QJ2J.meta_raw
