"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Salmonella_enterica_subsp_enterica_serovar_Agona_str_SL483_v1","Salmonella_enterica_subsp_enterica_serovar_Choleraesuis_str_SC-B67_v1","Salmonella_enterica_subsp_enterica_serovar_Dublin_str_CT_02021853_v1","Salmonella_enterica_subsp_enterica_serovar_Enteritidis_str_P125109_v1","Salmonella_enterica_subsp_enterica_serovar_Gallinarum_str_287_91_v1","Salmonella_enterica_subsp_enterica_serovar_Heidelberg_str_SL476_v1","Salmonella_enterica_subsp_enterica_serovar_Newport_str_SL254_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ATCC_9150_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_B_str_SPB7_v1","Salmonella_enterica_subsp_enterica_serovar_Paratyphi_C_strain_RKS4594_v1","Salmonella_enterica_subsp_enterica_serovar_Schwarzengrund_str_CVM19633_v1","Salmonella_enterica_subsp_enterica_serovar_Typhi_str_CT18_v1","Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2_v1"
"STY2591","","putative regulatory protein","11","11","1","1","4617","359","2","","1193","1427","1405","CP001138.4902","AE017220.5171","CP001144.5238","AM933172.7563___10123","AM933173.7189___28892","CP001120.5110","CP001113.5000","CP000026.1005","","","CP001127.5060","AL513382.5127___54125","AE006468.7182"
"cadC","","transcriptional activator CadC","11","11","1","1","6730","271","2","","1187","1544","1510","CP001138.5310","AE017220.5597","CP001144.5655","AM933172.8257___11041","AM933173.7837___29750","CP001120.5538","CP001113.5413","","","CP000857.2197","CP001127.5463","AL513382.5672___54670","AE006468.7794"
"STY1395","","conserved hypothetical protein","11","11","1","1","5174","59","9","","1064","1982","1898","CP001138.2904","","CP001144.3217","AM933172.4474___5905","AM933173.4416___25024","CP001120.3633","CP001113.3519","","CP000886.3189___40628","CP000857.4142","CP001127.3515","AL513382.2649___51647","AE006468.5031"
"STY3003","","hypothetical protein","11","11","1","1","9355","887","1","","224","260","237","CP001138.5878","AE017220.6164","CP001144.6146","","","CP001120.6020","CP001113.6053","CP000026.5472","CP000886.7163___44602","CP000857.5847","CP001127.5918","AL513382.6209___55207","AE006468.8739"
"rpoS","","RNA polymerase sigma factor RpoS","11","11","1","1","9400","237","2","","206","992","920","CP001138.5962","","CP001144.6228","AM933172.9011___12036","AM933173.8552___30700","CP001120.6103","CP001113.6139","CP000026.5556","","CP000857.5934","CP001127.5999","AL513382.6289___55287","AE006468.8865"
"nhaC","","Na+/H+ antiporter NhaC","11","14","1.28","1","5044","","","","290","1775","1205","CP001138.3153","","CP001144.3457	CP001144.3459","AM933172.4879___6446","AM933173.4764___25514	AM933173.4766___25516","CP001120.3394","CP001113.3279","","CP000886.3490___40929","CP000857.4371","CP001127.3269	CP001127.3267","AL513382.2857___51855","AE006468.4707"
"gsp","","bifunctional glutathionylspermidine synthetase/amidase","11","11","1","1","2349","269","2","","1106","1856","1787","CP001138.6482","AE017220.6749","","AM933172.9724___12919","AM933173.9200___31505","CP001120.6638","CP001113.6649","CP000026.6010","","CP000857.6419","CP001127.6476","AL513382.6764___55763","AE006468.9535"
"ygjU","","serine/threonine transporter SstT","11","11","1","1","2244","279","2","","347","1244","1162","CP001138.6681","AE017220.6946","CP001144.6900","","AM933173.9470___31854","CP001120.6902","CP001113.6834","CP000026.6184","","CP000857.6607","CP001127.6661","AL513382.6926___55925","AE006468.9791"
"yhaO","","inner membrane transport protein YhaO","11","11","1","1","2230","521","1","","1268","1439","1374","CP001138.6709","AE017220.6973","CP001144.6928","AM933172.10042___13327","AM933173.9501___31898","CP001120.6930","CP001113.6861","","CP000886.8082___45521","CP000857.6635","CP001127.6689","","AE006468.9830"
"acrE","","acriflavine resistance protein E","11","11","1","1","2061","21","7","","425","1157","1070","CP001138.7014","","","AM933172.10533___13960","AM933173.9969___32511","CP001120.7233","CP001113.7162","CP000026.6510","CP000886.8453___45892","CP000857.6932","CP001127.6990","AL513382.7267___56266","AE006468.10296"
"yhjG","","AsmA family protein","11","11","1","1","954","342","2","","506","2060","1918","CP001138.7479","AE017220.7762","CP001144.7675","AM933172.11271___14946","AM933173.11690___34851","CP001120.7696","CP001113.7605","","","CP000857.7386","CP001127.7424","AL513382.8543___57544","AE006468.10985"
"yhjQ","","cellulose synthase operon protein YhjQ","11","11","1","1","1307","32","8","","212","752","702","CP001138.7500","","CP001144.7696","AM933172.11318___15011","AM933173.11645___34787","CP001120.7715","CP001113.7624","CP000026.6948","","CP000857.7407","CP001127.7445","AL513382.8516___57517","AE006468.11011"
"marT","","putative transcriptional regulatory protein","11","11","1","1","1108","64","6","","764","857","809","CP001138.7804","AE017220.8054","","AM933172.11775___15611","AM933173.11218___34240","CP001120.8009","CP001113.7909","CP000026.7216","CP000886.9333___46772","CP000857.7688","CP001127.7737","","AE006468.11437"
"yidE","","putative potassium uptake protein TrkA","11","11","1","1","1051","58","4","","1661","1976","1689","CP001138.7905","","CP001144.8072","AM933172.11914___15863","AM933173.11092___34000","CP001120.8110","CP001113.8012","","CP000886.9473___46912","CP000857.7795","CP001127.7842","AL513382.8104___57104","AE006468.11598"
"yidZ","","HTH-type transcriptional regulator YidZ","11","11","1","1","1887","126","5","","902","959","941","CP001138.7981","","CP001144.8151","AM933172.12071___16092","AM933173.10947___33804","CP001120.8190","CP001113.8091","CP000026.7374","CP000886.9571___47010","","CP001127.7920","AL513382.8015___57015","AE006468.11724"
"STY3593","","chondroitin sulfate/heparin utilization regulation protein","11","11","1","1","2016","123","4","","1295","1346","1321","CP001138.8226","","CP001144.8377","AM933172.12423___16594","AM933173.10616___33328","CP001120.8412","CP001113.8317","CP000026.7608","CP000886.9842___47281","","CP001127.8151","AL513382.7326___56325","AE006468.12082"
"STY3579","","arylsulfotransferase","11","11","1","1","2032","320","1","","1058","1823","1753","CP001138.8254","","CP001144.8404","AM933172.12465___16641","AM933173.10574___33281","CP001120.8440","CP001113.8345","","CP000886.9872___47311","CP000857.8218","CP001127.8179","AL513382.7300___56299","AE006468.12130"
"ygjM","","Sea41","11","11","1","1","1663","39","10","","428","446","434","CP001138.8356","","CP001144.8505","AM933172.12614___16826","AM933173.10325___32983","CP001120.8533","CP001113.8437","CP000026.7734","CP000886.9979___47418","","CP001127.8281","AL513382.7827___56827","AE006468.12281"
"ygjN","","Sea40","11","11","1","1","1664","39","9","","311","356","315","CP001138.8358","","CP001144.8507","AM933172.12616___16828","AM933173.10324___32982","CP001120.8535","CP001113.8439","CP000026.7736","CP000886.9981___47420","","CP001127.8283","AL513382.7826___56826","AE006468.12283"
"hmt","","putative hydroxymethyltransferase","11","11","1","1","3644","112","5","","1862","3056","2829","CP001138.44","AE017220.45","CP001144.40","AM933172.64___79","AM933173.66___19216","","CP001113.42","CP000026.39","","CP000857.43","CP001127.42","AL513382.49___49046","AE006468.66"
"yjhC","","putative oxidoreductase YjhC","11","11","1","1","8738","1","120","","407","1106","1040","","AE017220.2401","CP001144.2336","","AM933173.3216___23532","CP001120.2430","CP001113.2412","CP000026.3435","CP000886.4813___42252","CP000857.5226","CP001127.2342","AL513382.2201___51199","AE006468.3471"
"STY3186","","putative inner membrane protein","11","11","1","1","2494","5","50","","641","806","787","CP001138.6246","AE017220.6521","CP001144.6494","AM933172.9390___12513","AM933173.8881___31112","","CP001113.6409","CP000026.5804","CP000886.7561___45000","","CP001127.6249","AL513382.6543___55541","AE006468.9210"
"yacH","","conserved hypothetical protein","11","11","1","1","3467","462","1","","1562","1628","1617","CP001138.348","AE017220.342","CP001144.328","AM933172.546___698","AM933173.533___19809","CP001120.330","CP001113.334","CP000026.323","","CP000857.334","","AL513382.368___49366","AE006468.511"
"ybdO","","transcriptional regulator, LysR family","11","11","1","1","7736","401","1","","860","917","899","","AE017220.1411","CP001144.1355","AM933172.1932___2571","AM933173.1883___21675","CP001120.1397","CP001113.1288","CP000026.4255","CP000886.5914___43353","CP000857.1237","","AL513382.1283___50281","AE006468.1834"
"STY1164","","sodium-glucose/galactose cotransporter","11","11","1","1","8604","1","115","","857","1496","1437","","","CP001144.2326","AM933172.3326___4448","AM933173.3203___23494","CP001120.2420","CP001113.2402","CP000026.3445","CP000886.4831___42270","CP000857.5235","CP001127.2332","AL513382.2194___51192","AE006468.3456"
"sifB","","secreted effector protein","11","11","1","1","5094","100","6","","842","950","936","CP001138.3056","AE017220.3510","CP001144.3366","AM933172.4750___6259","AM933173.4637___25320","CP001120.3486","CP001113.3369","","CP000886.3365___40804","CP000857.4277","","AL513382.2781___51779","AE006468.4841"
"yedA","","carboxylate/amino acid/amine transporter","11","11","1","1","8852","89","2","","542","926","886","CP001138.2212","AE017220.4373","CP001144.2413","","AM933173.3338___23665","CP001120.4327","CP001113.4226","CP000026.1759","CP000886.2322___39761","CP000857.3468","CP001127.4207","AL513382.4129___53127",""
"lppB","","conserved domain protein","11","11","1","1","8324","72","7","","239","242","239","CP001138.3523","AE017220.3056","CP001144.3798","AM933172.5450___7276","","CP001120.2953","CP001113.2924","CP000026.2955","CP000886.3909___41348","","CP001127.2886","AL513382.3278___52276","AE006468.4194"
"stiB","","chaperone protein FimC","11","11","1","1","3447","40","17","","683","683","683","CP001138.404","AE017220.382","CP001144.368","AM933172.618___791","AM933173.599___19895","CP001120.382","CP001113.376","","CP000886.433___37872","CP000857.374","CP001127.382","","AE006468.568"
"cutF","","copper homeostasis protein CutF","11","11","1","1","3361","281","2","","698","701","700","CP001138.549","","CP001144.511","AM933172.870___1094","AM933173.838___20189","CP001120.540","CP001113.518","CP000026.497","CP000886.617___38056","CP000857.508","CP001127.524","AL513382.575___49573",""
"hmb","","conserved domain protein","11","11","1","1","7445","36","5","","194","194","194","CP001138.752","AE017220.878","CP001144.746","AM933172.1147___1426","AM933173.1133___20558","CP001120.872","CP001113.765","","CP000886.6489___43928","CP000857.737","CP001127.789","","AE006468.1078"
"gcl","","glyoxylate carboligase","11","11","1","1","7635","4","6","","1613","1781","1765","CP001138.1097","","CP001144.1092","AM933172.1690___2220","AM933173.1650___21328","CP001120.1214","CP001113.1114","CP000026.4409","CP000886.6094___43533","CP000857.1065","","AL513382.1129___50127","AE006468.1571"
"group_1676","","putative outer membrane protein","11","11","1","1","7417","166","2","","713","824","813","CP001138.1137","AE017220.1263","CP001144.1132","AM933172.1748___2310","AM933173.1704___21416","CP001120.1256","CP001113.1154","","CP000886.6054___43493","CP000857.1105","CP001127.1133","","AE006468.1632"
"group_1677","","putative inner membrane protein","11","11","1","1","7416","166","1","","437","437","437","CP001138.1139","AE017220.1265","CP001144.1134","AM933172.1750___2312","AM933173.1706___21418","CP001120.1258","CP001113.1156","","CP000886.6052___43491","CP000857.1107","CP001127.1135","","AE006468.1634"
"fimI","","fimbrial protein internal segment","11","11","1","1","7664","172","2","","494","533","518","CP001138.1149","AE017220.1275","","AM933172.1766___2331","AM933173.1722___21437","CP001120.1272","CP001113.1166","CP000026.4361","CP000886.6040___43479","CP000857.1117","CP001127.1145","","AE006468.1650"
"STY4106","","putative inner membrane lipoprotein","11","11","1","1","1211","60","7","","245","683","643","","AE017220.7919","CP001144.7850","AM933172.11538___15303","","CP001120.7867","CP001113.7775","CP000026.7080","CP000886.9171___46610","CP000857.7561","CP001127.7592","AL513382.8334___57334","AE006468.11238"
"dpaL","","diaminopropionate ammonia-lyase","11","11","1","1","8513","53","4","","1100","1214","1203","CP001138.1982","AE017220.2126","CP001144.2064","AM933172.3077___4136","AM933173.2979___23211","CP001120.2155","CP001113.2038","CP000026.3591","CP000886.5015___42454","CP000857.2017","","","AE006468.3073"
"cutC","","copper homeostasis protein CutC","11","11","1","1","8941","171","2","","746","779","749","CP001138.2384","","CP001144.2588","AM933172.3643___4851","AM933173.3558___23935","CP001120.4158","CP001113.4053","CP000026.1923","CP000886.2518___39957","","CP001127.4033","AL513382.3925___52923","AE006468.5783"
"STY1398","","conserved hypothetical protein","11","11","1","1","5170","59","3","","338","365","340","CP001138.2910","AE017220.3645","CP001144.3223","AM933172.4479___5910","","CP001120.3627","CP001113.3513","CP000026.2435","CP000886.3195___40634","CP000857.4148","CP001127.3509","AL513382.2652___51650",""
"cybB","","cytochrome B561","11","11","1","1","5138","6","4","","404","530","518","CP001138.2972","","CP001144.3289","AM933172.4615___6062","AM933173.4508___25128","CP001120.3563","CP001113.3449","","CP000886.3273___40712","CP000857.4205","CP001127.3445","AL513382.2719___51717","AE006468.4945"
"STY1438","","putative periplasmic binding protein","11","11","1","1","5132","6","13","","230","761","712","CP001138.2986","AE017220.3573","","AM933172.4635___6099","AM933173.4526___25164","CP001120.3549","CP001113.3435","","CP000886.3289___40728","CP000857.4216","CP001127.3431","AL513382.2731___51729","AE006468.4929"
"group_1876","yohL","putative cytoplasmic protein","11","11","1","1","5125","6","21","","275","380","284","CP001138.2996","AE017220.3561","CP001144.3314","AM933172.4647___6117","AM933173.4538___25182","CP001120.3537","CP001113.3421","","CP000886.3307___40746","CP000857.4225","CP001127.3421","","AE006468.4915"
"ydcI","","LysR substrate binding domain protein","11","11","1","1","5119","6","24","","923","992","929","CP001138.3002","AE017220.3554","CP001144.3320","AM933172.4660___6131","AM933173.4551___25196","CP001120.3531","CP001113.3415","","CP000886.3313___40752","CP000857.4231","CP001127.3413","","AE006468.4907"
"STY1520","","zinc-type alcohol dehydrogenase","11","11","1","1","7972","7","34","","422","1025","970","CP001138.3191","","CP001144.3471","AM933172.4910___6507","AM933173.4774___25524","CP001120.3358","CP001113.3251","","CP000886.3526___40965","CP000857.4378","CP001127.3228","AL513382.2869___51867","AE006468.4670"
"STY1574","","voltage-gated ClC-type chloride channel ClcB","11","11","1","1","8451","417","1","","1253","1289","1285","CP001138.3298","","CP001144.3576","AM933172.5085___6742","AM933173.4934___25745","CP001120.3253","CP001113.3146","","CP000886.3646___41085","CP000857.4480","CP001127.3121","AL513382.2979___51977","AE006468.4520"
"ydiL","","putative cytoplasmic protein","11","11","1","1","8304","9","7","","314","359","354","CP001138.3552","AE017220.3025","CP001144.3827","AM933172.5492___7335","AM933173.5311___26295","CP001120.2924","CP001113.2895","","CP000886.3941___41380","CP000857.4738","CP001127.2857","","AE006468.4154"
"ydiN","","transporter, major facilitator family","11","11","1","1","8300","9","9","","1130","1235","1225","CP001138.3556","AE017220.3021","CP001144.3831","AM933172.5499___7353","AM933173.5318___26313","CP001120.2920","CP001113.2891","","CP000886.3949___41388","CP000857.4742","CP001127.2853","","AE006468.4148"
"ydiB","","quinate/shikimate dehydrogenase","11","11","1","1","8298","9","10","","794","866","859","CP001138.3558","AE017220.3019","CP001144.3833","AM933172.5503___7368","AM933173.5322___26328","CP001120.2918","CP001113.2889","","CP000886.3951___41390","CP000857.4744","CP001127.2851","","AE006468.4145"
"aroD","","3-dehydroquinate dehydratase, type I","11","11","1","1","8297","9","11","","731","758","753","CP001138.3560","AE017220.3017","CP001144.3835","AM933172.5507___7372","AM933173.5326___26332","CP001120.2916","CP001113.2887","","CP000886.3953___41392","CP000857.4746","CP001127.2849","","AE006468.4142"
"ydiP","","transcriptional regulator, AraC family protein","11","11","1","1","8294","9","15","","584","890","862","CP001138.3566","AE017220.3011","CP001144.3841","AM933172.5518___7383","AM933173.5337___26343","CP001120.2910","CP001113.2881","","CP000886.3959___41398","CP000857.4752","CP001127.2843","","AE006468.4135"
"ydiR","","protein FixB","11","11","1","1","8292","9","18","","935","935","935","CP001138.3570","AE017220.3007","CP001144.3847","AM933172.5524___7389","AM933173.5343___26353","CP001120.2904","CP001113.2877","","CP000886.3965___41404","CP000857.4756","CP001127.2839","","AE006468.4128"
"ydiD","","short-chain-fatty-acid--CoA ligase","11","11","1","1","8287","9","20","","1640","1685","1644","CP001138.3576","AE017220.3000","CP001144.3853","AM933172.5533___7398","AM933173.5352___26362","CP001120.2898","CP001113.2871","","CP000886.3971___41410","CP000857.4761","CP001127.2833","","AE006468.4119"
"yeaJ","","ggdef domain protein","11","11","1","1","8202","49","9","","242","1493","1379","CP001138.3717","AE017220.2848","CP001144.4008","AM933172.5766___7691","AM933173.5568___26636","CP001120.2759","CP001113.2732","CP000026.3121","CP000886.4134___41573","","CP001127.2693","","AE006468.3914"
